LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN4827900000000,48,279,"Lamb County, TX",2014,,"6,030     ","5,679     ",351     ,5.8     
CN4828100000000,48,281,"Lampasas County, TX",2014,,"8,968     ","8,465     ",503     ,5.6     
CN4828300000000,48,283,"La Salle County, TX",2014,,"4,577     ","4,436     ",141     ,3.1     
CN4828500000000,48,285,"Lavaca County, TX",2014,,"8,975     ","8,624     ",351     ,3.9     
CN4828700000000,48,287,"Lee County, TX",2014,,"9,341     ","8,969     ",372     ,4.0     
CN4828900000000,48,289,"Leon County, TX",2014,,"7,221     ","6,837     ",384     ,5.3     
CN4829100000000,48,291,"Liberty County, TX",2014,,"30,982     ","28,763     ","2,219     ",7.2     
CN4829300000000,48,293,"Limestone County, TX",2014,,"9,202     ","8,665     ",537     ,5.8     
CN4829500000000,48,295,"Lipscomb County, TX",2014,,"1,749     ","1,690     ",59     ,3.4     
CN4829700000000,48,297,"Live Oak County, TX",2014,,"6,116     ","5,898     ",218     ,3.6     
CN4829900000000,48,299,"Llano County, TX",2014,,"8,089     ","7,671     ",418     ,5.2     
CN4830100000000,48,301,"Loving County, TX",2014,,78     ,74     ,4     ,5.1     
CN4830300000000,48,303,"Lubbock County, TX",2014,,"147,807     ","141,989     ","5,818     ",3.9     
CN4830500000000,48,305,"Lynn County, TX",2014,,"2,862     ","2,737     ",125     ,4.4     
CN4830700000000,48,307,"McCulloch County, TX",2014,,"4,113     ","3,940     ",173     ,4.2     
CN4830900000000,48,309,"McLennan County, TX",2014,,"112,906     ","107,210     ","5,696     ",5.0     
CN4831100000000,48,311,"McMullen County, TX",2014,,"1,060     ","1,039     ",21     ,2.0     
CN4831300000000,48,313,"Madison County, TX",2014,,"5,025     ","4,781     ",244     ,4.9     
CN4831500000000,48,315,"Marion County, TX",2014,,"4,481     ","4,192     ",289     ,6.4     
CN4831700000000,48,317,"Martin County, TX",2014,,"2,687     ","2,596     ",91     ,3.4     
CN4831900000000,48,319,"Mason County, TX",2014,,"1,897     ","1,810     ",87     ,4.6     
CN4832100000000,48,321,"Matagorda County, TX",2014,,"16,680     ","15,372     ","1,308     ",7.8     
CN4832300000000,48,323,"Maverick County, TX",2014,,"23,397     ","20,836     ","2,561     ",10.9     
CN4832500000000,48,325,"Medina County, TX",2014,,"20,403     ","19,402     ","1,001     ",4.9     
CN4832700000000,48,327,"Menard County, TX",2014,,886     ,844     ,42     ,4.7     
CN4832900000000,48,329,"Midland County, TX",2014,,"90,947     ","88,337     ","2,610     ",2.9     
CN4833100000000,48,331,"Milam County, TX",2014,,"10,228     ","9,594     ",634     ,6.2     
CN4833300000000,48,333,"Mills County, TX",2014,,"2,049     ","1,960     ",89     ,4.3     
CN4833500000000,48,335,"Mitchell County, TX",2014,,"2,905     ","2,781     ",124     ,4.3     
CN4833700000000,48,337,"Montague County, TX",2014,,"10,137     ","9,735     ",402     ,4.0     
CN4833900000000,48,339,"Montgomery County, TX",2014,,"253,834     ","242,633     ","11,201     ",4.4     
CN4834100000000,48,341,"Moore County, TX",2014,,"11,298     ","10,906     ",392     ,3.5     
CN4834300000000,48,343,"Morris County, TX",2014,,"5,626     ","5,186     ",440     ,7.8     
CN4834500000000,48,345,"Motley County, TX",2014,,497     ,476     ,21     ,4.2     
CN4834700000000,48,347,"Nacogdoches County, TX",2014,,"28,628     ","27,101     ","1,527     ",5.3     
CN4834900000000,48,349,"Navarro County, TX",2014,,"23,140     ","21,936     ","1,204     ",5.2     
CN4835100000000,48,351,"Newton County, TX",2014,,"5,560     ","5,100     ",460     ,8.3     
CN4835300000000,48,353,"Nolan County, TX",2014,,"7,048     ","6,746     ",302     ,4.3     
CN4835500000000,48,355,"Nueces County, TX",2014,,"168,240     ","159,650     ","8,590     ",5.1     
CN4835700000000,48,357,"Ochiltree County, TX",2014,,"5,573     ","5,407     ",166     ,3.0     
CN4835900000000,48,359,"Oldham County, TX",2014,,941     ,907     ,34     ,3.6     
CN4836100000000,48,361,"Orange County, TX",2014,,"37,893     ","34,873     ","3,020     ",8.0     
CN4836300000000,48,363,"Palo Pinto County, TX",2014,,"13,376     ","12,688     ",688     ,5.1     
CN4836500000000,48,365,"Panola County, TX",2014,,"12,560     ","11,940     ",620     ,4.9     
CN4836700000000,48,367,"Parker County, TX",2014,,"59,108     ","56,412     ","2,696     ",4.6     
CN4836900000000,48,369,"Parmer County, TX",2014,,"5,127     ","4,971     ",156     ,3.0     
CN4837100000000,48,371,"Pecos County, TX",2014,,"6,864     ","6,579     ",285     ,4.2     
CN4837300000000,48,373,"Polk County, TX",2014,,"17,228     ","16,120     ","1,108     ",6.4     
CN4837500000000,48,375,"Potter County, TX",2014,,"56,845     ","54,597     ","2,248     ",4.0     
CN4837700000000,48,377,"Presidio County, TX",2014,,"3,412     ","3,015     ",397     ,11.6     
CN4837900000000,48,379,"Rains County, TX",2014,,"5,406     ","5,140     ",266     ,4.9     
CN4838100000000,48,381,"Randall County, TX",2014,,"68,845     ","66,472     ","2,373     ",3.4     
CN4838300000000,48,383,"Reagan County, TX",2014,,"2,077     ","2,011     ",66     ,3.2     
CN4838500000000,48,385,"Real County, TX",2014,,"1,059     ",993     ,66     ,6.2     
CN4838700000000,48,387,"Red River County, TX",2014,,"4,937     ","4,554     ",383     ,7.8     
CN4838900000000,48,389,"Reeves County, TX",2014,,"5,759     ","5,528     ",231     ,4.0     
CN4839100000000,48,391,"Refugio County, TX",2014,,"3,600     ","3,447     ",153     ,4.3     
CN4839300000000,48,393,"Roberts County, TX",2014,,450     ,434     ,16     ,3.6     
CN4839500000000,48,395,"Robertson County, TX",2014,,"7,148     ","6,764     ",384     ,5.4     
CN4839700000000,48,397,"Rockwall County, TX",2014,,"43,416     ","41,458     ","1,958     ",4.5     
CN4839900000000,48,399,"Runnels County, TX",2014,,"4,973     ","4,762     ",211     ,4.2     
CN4840100000000,48,401,"Rusk County, TX",2014,,"24,206     ","23,016     ","1,190     ",4.9     
CN4840300000000,48,403,"Sabine County, TX",2014,,"3,542     ","3,168     ",374     ,10.6     
CN4840500000000,48,405,"San Augustine County, TX",2014,,"2,826     ","2,556     ",270     ,9.6     
CN4840700000000,48,407,"San Jacinto County, TX",2014,,"11,413     ","10,756     ",657     ,5.8     
CN4840900000000,48,409,"San Patricio County, TX",2014,,"30,685     ","28,772     ","1,913     ",6.2     
CN4841100000000,48,411,"San Saba County, TX",2014,,"2,231     ","2,138     ",93     ,4.2     
CN4841300000000,48,413,"Schleicher County, TX",2014,,"1,780     ","1,726     ",54     ,3.0     
CN4841500000000,48,415,"Scurry County, TX",2014,,"8,612     ","8,326     ",286     ,3.3     
CN4841700000000,48,417,"Shackelford County, TX",2014,,"2,374     ","2,309     ",65     ,2.7     
CN4841900000000,48,419,"Shelby County, TX",2014,,"11,613     ","10,935     ",678     ,5.8     
CN4842100000000,48,421,"Sherman County, TX",2014,,"1,505     ","1,458     ",47     ,3.1     
CN4842300000000,48,423,"Smith County, TX",2014,,"102,258     ","96,937     ","5,321     ",5.2     
CN4842500000000,48,425,"Somervell County, TX",2014,,"4,136     ","3,924     ",212     ,5.1     
CN4842700000000,48,427,"Starr County, TX",2014,,"25,993     ","22,451     ","3,542     ",13.6     
CN4842900000000,48,429,"Stephens County, TX",2014,,"4,291     ","4,104     ",187     ,4.4     
CN4843100000000,48,431,"Sterling County, TX",2014,,812     ,788     ,24     ,3.0     
CN4843300000000,48,433,"Stonewall County, TX",2014,,697     ,670     ,27     ,3.9     
CN4843500000000,48,435,"Sutton County, TX",2014,,"2,022     ","1,950     ",72     ,3.6     
CN4843700000000,48,437,"Swisher County, TX",2014,,"2,881     ","2,705     ",176     ,6.1     
CN4843900000000,48,439,"Tarrant County, TX",2014,,"991,015     ","941,186     ","49,829     ",5.0     
CN4844100000000,48,441,"Taylor County, TX",2014,,"64,418     ","61,706     ","2,712     ",4.2     
CN4844300000000,48,443,"Terrell County, TX",2014,,480     ,458     ,22     ,4.6     
CN4844500000000,48,445,"Terry County, TX",2014,,"5,612     ","5,371     ",241     ,4.3     
CN4844700000000,48,447,"Throckmorton County, TX",2014,,833     ,800     ,33     ,4.0     
CN4844900000000,48,449,"Titus County, TX",2014,,"12,910     ","12,097     ",813     ,6.3     
CN4845100000000,48,451,"Tom Green County, TX",2014,,"54,668     ","52,465     ","2,203     ",4.0     
CN4845300000000,48,453,"Travis County, TX",2014,,"644,428     ","618,143     ","26,285     ",4.1     
CN4845500000000,48,455,"Trinity County, TX",2014,,"5,524     ","5,192     ",332     ,6.0     
CN4845700000000,48,457,"Tyler County, TX",2014,,"7,576     ","6,972     ",604     ,8.0     
CN4845900000000,48,459,"Upshur County, TX",2014,,"18,577     ","17,624     ",953     ,5.1     
CN4846100000000,48,461,"Upton County, TX",2014,,"1,875     ","1,815     ",60     ,3.2     
CN4846300000000,48,463,"Uvalde County, TX",2014,,"11,685     ","11,021     ",664     ,5.7     
CN4846500000000,48,465,"Val Verde County, TX",2014,,"19,384     ","18,271     ","1,113     ",5.7     
CN4846700000000,48,467,"Van Zandt County, TX",2014,,"23,901     ","22,639     ","1,262     ",5.3     
CN4846900000000,48,469,"Victoria County, TX",2014,,"46,261     ","44,338     ","1,923     ",4.2     
CN4847100000000,48,471,"Walker County, TX",2014,,"23,156     ","21,899     ","1,257     ",5.4     
CN4847300000000,48,473,"Waller County, TX",2014,,"21,320     ","20,231     ","1,089     ",5.1     
CN4847500000000,48,475,"Ward County, TX",2014,,"5,922     ","5,710     ",212     ,3.6     
CN4847700000000,48,477,"Washington County, TX",2014,,"15,700     ","14,979     ",721     ,4.6     
CN4847900000000,48,479,"Webb County, TX",2014,,"111,193     ","105,546     ","5,647     ",5.1     
CN4848100000000,48,481,"Wharton County, TX",2014,,"21,574     ","20,569     ","1,005     ",4.7     
CN4848300000000,48,483,"Wheeler County, TX",2014,,"3,082     ","2,972     ",110     ,3.6     
CN4848500000000,48,485,"Wichita County, TX",2014,,"56,512     ","53,760     ","2,752     ",4.9     
CN4848700000000,48,487,"Wilbarger County, TX",2014,,"5,296     ","5,036     ",260     ,4.9     
CN4848900000000,48,489,"Willacy County, TX",2014,,"7,171     ","6,283     ",888     ,12.4     
CN4849100000000,48,491,"Williamson County, TX",2014,,"255,361     ","244,237     ","11,124     ",4.4     
CN4849300000000,48,493,"Wilson County, TX",2014,,"22,549     ","21,613     ",936     ,4.2     
CN4849500000000,48,495,"Winkler County, TX",2014,,"3,286     ","3,142     ",144     ,4.4     
CN4849700000000,48,497,"Wise County, TX",2014,,"28,492     ","27,104     ","1,388     ",4.9     
CN4849900000000,48,499,"Wood County, TX",2014,,"16,768     ","15,769     ",999     ,6.0     
CN4850100000000,48,501,"Yoakum County, TX",2014,,"4,294     ","4,165     ",129     ,3.0     
CN4850300000000,48,503,"Young County, TX",2014,,"8,671     ","8,318     ",353     ,4.1     
CN4850500000000,48,505,"Zapata County, TX",2014,,"6,939     ","6,579     ",360     ,5.2     
CN4850700000000,48,507,"Zavala County, TX",2014,,"3,898     ","3,425     ",473     ,12.1     
CN4900100000000,49,001,"Beaver County, UT",2014,,"2,967     ","2,847     ",120     ,4.0     
CN4900300000000,49,003,"Box Elder County, UT",2014,,"23,436     ","22,527     ",909     ,3.9     
CN4900500000000,49,005,"Cache County, UT",2014,,"58,904     ","57,015     ","1,889     ",3.2     
CN4900700000000,49,007,"Carbon County, UT",2014,,"8,702     ","8,255     ",447     ,5.1     
CN4900900000000,49,009,"Daggett County, UT",2014,,431     ,413     ,18     ,4.2     
CN4901100000000,49,011,"Davis County, UT",2014,,"155,909     ","150,319     ","5,590     ",3.6     
CN4901300000000,49,013,"Duchesne County, UT",2014,,"9,582     ","9,233     ",349     ,3.6     
CN4901500000000,49,015,"Emery County, UT",2014,,"4,616     ","4,369     ",247     ,5.4     
CN4901700000000,49,017,"Garfield County, UT",2014,,"2,719     ","2,480     ",239     ,8.8     
CN4901900000000,49,019,"Grand County, UT",2014,,"5,527     ","5,174     ",353     ,6.4     
CN4902100000000,49,021,"Iron County, UT",2014,,"19,928     ","19,023     ",905     ,4.5     
CN4902300000000,49,023,"Juab County, UT",2014,,"4,798     ","4,602     ",196     ,4.1     
CN4902500000000,49,025,"Kane County, UT",2014,,"3,565     ","3,395     ",170     ,4.8     
CN4902700000000,49,027,"Millard County, UT",2014,,"5,966     ","5,758     ",208     ,3.5     
CN4902900000000,49,029,"Morgan County, UT",2014,,"4,692     ","4,531     ",161     ,3.4     
CN4903100000000,49,031,"Piute County, UT",2014,,460     ,427     ,33     ,7.2     
CN4903300000000,49,033,"Rich County, UT",2014,,"1,006     ",967     ,39     ,3.9     
CN4903500000000,49,035,"Salt Lake County, UT",2014,,"575,842     ","554,611     ","21,231     ",3.7     
CN4903700000000,49,037,"San Juan County, UT",2014,,"5,610     ","5,175     ",435     ,7.8     
CN4903900000000,49,039,"Sanpete County, UT",2014,,"11,071     ","10,566     ",505     ,4.6     
CN4904100000000,49,041,"Sevier County, UT",2014,,"9,271     ","8,853     ",418     ,4.5     
CN4904300000000,49,043,"Summit County, UT",2014,,"22,543     ","21,769     ",774     ,3.4     
CN4904500000000,49,045,"Tooele County, UT",2014,,"28,914     ","27,524     ","1,390     ",4.8     
CN4904700000000,49,047,"Uintah County, UT",2014,,"16,000     ","15,427     ",573     ,3.6     
CN4904900000000,49,049,"Utah County, UT",2014,,"255,288     ","246,367     ","8,921     ",3.5     
CN4905100000000,49,051,"Wasatch County, UT",2014,,"12,721     ","12,239     ",482     ,3.8     
CN4905300000000,49,053,"Washington County, UT",2014,,"61,525     ","58,819     ","2,706     ",4.4     
CN4905500000000,49,055,"Wayne County, UT",2014,,"1,386     ","1,255     ",131     ,9.5     
CN4905700000000,49,057,"Weber County, UT",2014,,"114,919     ","109,861     ","5,058     ",4.4     
CN5000100000000,50,001,"Addison County, VT",2014,,"20,823     ","20,050     ",773     ,3.7     
CN5000300000000,50,003,"Bennington County, VT",2014,,"18,675     ","17,817     ",858     ,4.6     
CN5000500000000,50,005,"Caledonia County, VT",2014,,"15,275     ","14,539     ",736     ,4.8     
CN5000700000000,50,007,"Chittenden County, VT",2014,,"95,549     ","92,655     ","2,894     ",3.0     
CN5000900000000,50,009,"Essex County, VT",2014,,"2,770     ","2,606     ",164     ,5.9     
CN5001100000000,50,011,"Franklin County, VT",2014,,"27,475     ","26,390     ","1,085     ",3.9     
CN5001300000000,50,013,"Grand Isle County, VT",2014,,"4,068     ","3,886     ",182     ,4.5     
CN5001500000000,50,015,"Lamoille County, VT",2014,,"13,757     ","13,052     ",705     ,5.1     
CN5001700000000,50,017,"Orange County, VT",2014,,"15,897     ","15,288     ",609     ,3.8     
CN5001900000000,50,019,"Orleans County, VT",2014,,"13,625     ","12,772     ",853     ,6.3     
CN5002100000000,50,021,"Rutland County, VT",2014,,"31,774     ","30,275     ","1,499     ",4.7     
CN5002300000000,50,023,"Washington County, VT",2014,,"34,263     ","32,939     ","1,324     ",3.9     
CN5002500000000,50,025,"Windham County, VT",2014,,"23,519     ","22,559     ",960     ,4.1     
CN5002700000000,50,027,"Windsor County, VT",2014,,"29,705     ","28,612     ","1,093     ",3.7     
CN5100100000000,51,001,"Accomack County, VA",2014,,"16,062     ","14,986     ","1,076     ",6.7     
CN5100300000000,51,003,"Albemarle County, VA",2014,,"53,593     ","51,179     ","2,414     ",4.5     
CN5100500000000,51,005,"Alleghany County, VA",2014,,"7,196     ","6,769     ",427     ,5.9     
CN5100700000000,51,007,"Amelia County, VA",2014,,"6,209     ","5,881     ",328     ,5.3     
CN5100900000000,51,009,"Amherst County, VA",2014,,"15,629     ","14,779     ",850     ,5.4     
CN5101100000000,51,011,"Appomattox County, VA",2014,,"7,116     ","6,708     ",408     ,5.7     
CN5101300000000,51,013,"Arlington County, VA",2014,,"144,531     ","139,786     ","4,745     ",3.3     
CN5101500000000,51,015,"Augusta County, VA",2014,,"36,843     ","35,111     ","1,732     ",4.7     
CN5101700000000,51,017,"Bath County, VA",2014,,"2,592     ","2,476     ",116     ,4.5     
CN5101900000000,51,019,"Bedford County, VA",2014,,"38,441     ","36,471     ","1,970     ",5.1     
CN5102100000000,51,021,"Bland County, VA",2014,,"2,866     ","2,693     ",173     ,6.0     
CN5102300000000,51,023,"Botetourt County, VA",2014,,"17,687     ","16,822     ",865     ,4.9     
CN5102500000000,51,025,"Brunswick County, VA",2014,,"6,467     ","5,944     ",523     ,8.1     
CN5102700000000,51,027,"Buchanan County, VA",2014,,"7,771     ","6,956     ",815     ,10.5     
CN5102900000000,51,029,"Buckingham County, VA",2014,,"6,302     ","5,872     ",430     ,6.8     
CN5103100000000,51,031,"Campbell County, VA",2014,,"26,633     ","25,199     ","1,434     ",5.4     
CN5103300000000,51,033,"Caroline County, VA",2014,,"14,772     ","13,858     ",914     ,6.2     
CN5103500000000,51,035,"Carroll County, VA",2014,,"13,188     ","12,300     ",888     ,6.7     
CN5103600000000,51,036,"Charles City County, VA",2014,,"3,719     ","3,496     ",223     ,6.0     
CN5103700000000,51,037,"Charlotte County, VA",2014,,"5,300     ","4,941     ",359     ,6.8     
CN5104100000000,51,041,"Chesterfield County, VA",2014,,"177,421     ","168,309     ","9,112     ",5.1     
CN5104300000000,51,043,"Clarke County, VA",2014,,"7,545     ","7,213     ",332     ,4.4     
CN5104500000000,51,045,"Craig County, VA",2014,,"2,458     ","2,302     ",156     ,6.3     
CN5104700000000,51,047,"Culpeper County, VA",2014,,"23,348     ","22,177     ","1,171     ",5.0     
CN5104900000000,51,049,"Cumberland County, VA",2014,,"4,538     ","4,259     ",279     ,6.1     
CN5105100000000,51,051,"Dickenson County, VA",2014,,"5,196     ","4,666     ",530     ,10.2     
CN5105300000000,51,053,"Dinwiddie County, VA",2014,,"13,462     ","12,591     ",871     ,6.5     
CN5105700000000,51,057,"Essex County, VA",2014,,"5,682     ","5,319     ",363     ,6.4     
CN5105900000000,51,059,"Fairfax County, VA",2014,,"619,812     ","593,857     ","25,955     ",4.2     
CN5106100000000,51,061,"Fauquier County, VA",2014,,"35,919     ","34,267     ","1,652     ",4.6     
CN5106300000000,51,063,"Floyd County, VA",2014,,"8,301     ","7,915     ",386     ,4.7     
CN5106500000000,51,065,"Fluvanna County, VA",2014,,"13,166     ","12,589     ",577     ,4.4     
CN5106700000000,51,067,"Franklin County, VA",2014,,"27,163     ","25,705     ","1,458     ",5.4     
CN5106900000000,51,069,"Frederick County, VA",2014,,"44,475     ","42,380     ","2,095     ",4.7     
CN5107100000000,51,071,"Giles County, VA",2014,,"8,066     ","7,566     ",500     ,6.2     
CN5107300000000,51,073,"Gloucester County, VA",2014,,"19,434     ","18,494     ",940     ,4.8     
CN5107500000000,51,075,"Goochland County, VA",2014,,"10,539     ","10,033     ",506     ,4.8     
CN5107700000000,51,077,"Grayson County, VA",2014,,"7,070     ","6,521     ",549     ,7.8     
CN5107900000000,51,079,"Greene County, VA",2014,,"9,851     ","9,416     ",435     ,4.4     
CN5108100000000,51,081,"Greensville County, VA",2014,,"4,245     ","3,969     ",276     ,6.5     
CN5108300000000,51,083,"Halifax County, VA",2014,,"15,552     ","14,337     ","1,215     ",7.8     
CN5108500000000,51,085,"Hanover County, VA",2014,,"55,794     ","53,244     ","2,550     ",4.6     
CN5108700000000,51,087,"Henrico County, VA",2014,,"176,232     ","167,224     ","9,008     ",5.1     
CN5108900000000,51,089,"Henry County, VA",2014,,"22,923     ","21,159     ","1,764     ",7.7     
CN5109100000000,51,091,"Highland County, VA",2014,,"1,419     ","1,364     ",55     ,3.9     
CN5109300000000,51,093,"Isle of Wight County, VA",2014,,"18,972     ","17,974     ",998     ,5.3     
CN5109500000000,51,095,"James City County, VA",2014,,"34,611     ","32,906     ","1,705     ",4.9     
CN5109700000000,51,097,"King and Queen County, VA",2014,,"3,644     ","3,433     ",211     ,5.8     
CN5109900000000,51,099,"King George County, VA",2014,,"12,080     ","11,428     ",652     ,5.4     
CN5110100000000,51,101,"King William County, VA",2014,,"8,752     ","8,299     ",453     ,5.2     
CN5110300000000,51,103,"Lancaster County, VA",2014,,"5,348     ","4,938     ",410     ,7.7     
CN5110500000000,51,105,"Lee County, VA",2014,,"8,840     ","8,115     ",725     ,8.2     
CN5110700000000,51,107,"Loudoun County, VA",2014,,"195,972     ","187,625     ","8,347     ",4.3     
CN5110900000000,51,109,"Louisa County, VA",2014,,"18,448     ","17,509     ",939     ,5.1     
CN5111100000000,51,111,"Lunenburg County, VA",2014,,"5,341     ","5,025     ",316     ,5.9     
CN5111300000000,51,113,"Madison County, VA",2014,,"7,245     ","6,952     ",293     ,4.0     
CN5111500000000,51,115,"Mathews County, VA",2014,,"4,125     ","3,933     ",192     ,4.7     
CN5111700000000,51,117,"Mecklenburg County, VA",2014,,"12,628     ","11,651     ",977     ,7.7     
CN5111900000000,51,119,"Middlesex County, VA",2014,,"5,027     ","4,773     ",254     ,5.1     
CN5112100000000,51,121,"Montgomery County, VA",2014,,"49,774     ","47,228     ","2,546     ",5.1     
CN5112500000000,51,125,"Nelson County, VA",2014,,"7,392     ","7,027     ",365     ,4.9     
CN5112700000000,51,127,"New Kent County, VA",2014,,"11,076     ","10,574     ",502     ,4.5     
CN5113100000000,51,131,"Northampton County, VA",2014,,"6,082     ","5,621     ",461     ,7.6     
CN5113300000000,51,133,"Northumberland County, VA",2014,,"5,640     ","5,241     ",399     ,7.1     
CN5113500000000,51,135,"Nottoway County, VA",2014,,"7,078     ","6,699     ",379     ,5.4     
CN5113700000000,51,137,"Orange County, VA",2014,,"16,180     ","15,321     ",859     ,5.3     
CN5113900000000,51,139,"Page County, VA",2014,,"11,830     ","10,874     ",956     ,8.1     
CN5114100000000,51,141,"Patrick County, VA",2014,,"7,724     ","7,205     ",519     ,6.7     
CN5114300000000,51,143,"Pittsylvania County, VA",2014,,"30,257     ","28,329     ","1,928     ",6.4     
CN5114500000000,51,145,"Powhatan County, VA",2014,,"13,662     ","13,040     ",622     ,4.6     
CN5114700000000,51,147,"Prince Edward County, VA",2014,,"10,026     ","9,257     ",769     ,7.7     
CN5114900000000,51,149,"Prince George County, VA",2014,,"14,764     ","13,829     ",935     ,6.3     
CN5115300000000,51,153,"Prince William County, VA",2014,,"231,813     ","220,441     ","11,372     ",4.9     
CN5115500000000,51,155,"Pulaski County, VA",2014,,"16,458     ","15,451     ","1,007     ",6.1     
CN5115700000000,51,157,"Rappahannock County, VA",2014,,"3,797     ","3,615     ",182     ,4.8     
CN5115900000000,51,159,"Richmond County, VA",2014,,"3,972     ","3,755     ",217     ,5.5     
CN5116100000000,51,161,"Roanoke County, VA",2014,,"49,979     ","47,689     ","2,290     ",4.6     
CN5116300000000,51,163,"Rockbridge County, VA",2014,,"10,299     ","9,749     ",550     ,5.3     
CN5116500000000,51,165,"Rockingham County, VA",2014,,"40,378     ","38,483     ","1,895     ",4.7     
CN5116700000000,51,167,"Russell County, VA",2014,,"11,277     ","10,386     ",891     ,7.9     
CN5116900000000,51,169,"Scott County, VA",2014,,"9,784     ","9,211     ",573     ,5.9     
CN5117100000000,51,171,"Shenandoah County, VA",2014,,"21,222     ","20,159     ","1,063     ",5.0     
CN5117300000000,51,173,"Smyth County, VA",2014,,"13,448     ","12,381     ","1,067     ",7.9     
CN5117500000000,51,175,"Southampton County, VA",2014,,"9,124     ","8,676     ",448     ,4.9     
CN5117700000000,51,177,"Spotsylvania County, VA",2014,,"64,117     ","60,640     ","3,477     ",5.4     
CN5117900000000,51,179,"Stafford County, VA",2014,,"66,681     ","63,121     ","3,560     ",5.3     
CN5118100000000,51,181,"Surry County, VA",2014,,"3,664     ","3,436     ",228     ,6.2     
CN5118300000000,51,183,"Sussex County, VA",2014,,"4,108     ","3,787     ",321     ,7.8     
CN5118500000000,51,185,"Tazewell County, VA",2014,,"17,225     ","15,821     ","1,404     ",8.2     
CN5118700000000,51,187,"Warren County, VA",2014,,"19,916     ","18,791     ","1,125     ",5.6     
CN5119100000000,51,191,"Washington County, VA",2014,,"27,619     ","26,024     ","1,595     ",5.8     
CN5119300000000,51,193,"Westmoreland County, VA",2014,,"9,012     ","8,428     ",584     ,6.5     
CN5119500000000,51,195,"Wise County, VA",2014,,"14,435     ","13,063     ","1,372     ",9.5     
CN5119700000000,51,197,"Wythe County, VA",2014,,"13,790     ","12,900     ",890     ,6.5     
CN5119900000000,51,199,"York County, VA",2014,,"31,832     ","30,235     ","1,597     ",5.0     
CN5151000000000,51,510,"Alexandria city, VA",2014,,"93,538     ","89,936     ","3,602     ",3.9     
CN5152000000000,51,520,"Bristol city, VA",2014,,"7,721     ","7,227     ",494     ,6.4     
CN5153000000000,51,530,"Buena Vista city, VA",2014,,"3,306     ","3,114     ",192     ,5.8     
CN5154000000000,51,540,"Charlottesville city, VA",2014,,"24,220     ","23,170     ","1,050     ",4.3     
CN5155000000000,51,550,"Chesapeake city, VA",2014,,"117,267     ","111,068     ","6,199     ",5.3     
CN5157000000000,51,570,"Colonial Heights city, VA",2014,,"8,703     ","8,198     ",505     ,5.8     
CN5158000000000,51,580,"Covington city, VA",2014,,"2,488     ","2,289     ",199     ,8.0     
CN5159000000000,51,590,"Danville city, VA",2014,,"19,600     ","17,893     ","1,707     ",8.7     
CN5159500000000,51,595,"Emporia city, VA",2014,,"2,313     ","2,123     ",190     ,8.2     
CN5160000000000,51,600,"Fairfax city, VA",2014,,"13,243     ","12,696     ",547     ,4.1     
CN5161000000000,51,610,"Falls Church city, VA",2014,,"7,789     ","7,507     ",282     ,3.6     
CN5162000000000,51,620,"Franklin city, VA",2014,,"3,614     ","3,330     ",284     ,7.9     
CN5163000000000,51,630,"Fredericksburg city, VA",2014,,"13,671     ","12,834     ",837     ,6.1     
CN5164000000000,51,640,"Galax city, VA",2014,,"2,994     ","2,773     ",221     ,7.4     
CN5165000000000,51,650,"Hampton city, VA",2014,,"65,586     ","61,146     ","4,440     ",6.8     
CN5166000000000,51,660,"Harrisonburg city, VA",2014,,"24,216     ","22,737     ","1,479     ",6.1     
CN5167000000000,51,670,"Hopewell city, VA",2014,,"9,658     ","8,788     ",870     ,9.0     
CN5167800000000,51,678,"Lexington city, VA",2014,,"2,273     ","2,096     ",177     ,7.8     
CN5168000000000,51,680,"Lynchburg city, VA",2014,,"36,000     ","33,696     ","2,304     ",6.4     
CN5168300000000,51,683,"Manassas city, VA",2014,,"22,115     ","21,004     ","1,111     ",5.0     
CN5168500000000,51,685,"Manassas Park city, VA",2014,,"8,161     ","7,770     ",391     ,4.8     
CN5169000000000,51,690,"Martinsville city, VA",2014,,"5,545     ","4,994     ",551     ,9.9     
CN5170000000000,51,700,"Newport News city, VA",2014,,"90,707     ","85,007     ","5,700     ",6.3     
CN5171000000000,51,710,"Norfolk city, VA",2014,,"112,049     ","104,890     ","7,159     ",6.4     
CN5172000000000,51,720,"Norton city, VA",2014,,"1,807     ","1,667     ",140     ,7.7     
CN5173000000000,51,730,"Petersburg city, VA",2014,,"13,796     ","12,314     ","1,482     ",10.7     
CN5173500000000,51,735,"Poquoson city, VA",2014,,"6,298     ","6,011     ",287     ,4.6     
CN5174000000000,51,740,"Portsmouth city, VA",2014,,"45,095     ","41,801     ","3,294     ",7.3     
CN5175000000000,51,750,"Radford city, VA",2014,,"8,468     ","7,896     ",572     ,6.8     
CN5176000000000,51,760,"Richmond city, VA",2014,,"112,378     ","105,455     ","6,923     ",6.2     
CN5177000000000,51,770,"Roanoke city, VA",2014,,"50,088     ","47,144     ","2,944     ",5.9     
CN5177500000000,51,775,"Salem city, VA",2014,,"13,120     ","12,441     ",679     ,5.2     
CN5179000000000,51,790,"Staunton city, VA",2014,,"12,040     ","11,418     ",622     ,5.2     
